,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,aapl,88.60104370117188,91.83999633789062,90.97750091552734,91.27999877929688,110737200.0,2.0,2.970893960699115,91.35523907623268,79.01740496673607,62.807115614020475,107.51479290529257,29.730531783249663,82.71678619384765,76.59069271087647,28.6200008392334,16.852667937964945
0,2020-07-01,amzn,143.93499755859375,144.75,137.6999969482422,137.89950561523438,127268000.0,2.0,4.503504218339543,142.93701039602198,121.83723963449562,67.91097804164647,160.23349711528382,52.645713736506885,129.05663350423177,122.77706693013509,28.6200008392334,16.852667937964945
0,2020-07-01,cat,114.37263488769531,129.39999389648438,125.87999725341797,129.3800048828125,2807800.0,2.0,1.2063984834876038,123.82625956665149,107.4539391027821,52.865430103611494,35.87393352754704,14.457404372847114,113.19828847249349,107.73221257527669,28.6200008392334,16.852667937964945
0,2020-07-01,gs,176.9806365966797,199.74000549316406,195.52000427246094,198.8800048828125,2620100.0,2.0,0.5549820240850352,199.39270686056022,167.8629160032093,50.9627630435738,-35.70602196921047,3.6210869345612786,180.7165273030599,169.94709218343098,28.6200008392334,16.852667937964945
0,2020-07-01,hd,222.77622985839844,250.3300018310547,246.92999267578125,249.64999389648438,3677300.0,2.0,2.1350990190449863,232.03769568595234,214.0121440967625,55.50968294793726,20.637174919052036,8.254305556136108,221.7697291056315,207.79196395874024,28.6200008392334,16.852667937964945
0,2020-07-01,ibm,91.3553237915039,115.8986587524414,113.16443634033203,114.98088073730469,4869967.0,2.0,-0.975651690245499,103.6379165436018,86.57288133847827,47.48972217319803,-74.12692525364467,5.476160686110962,95.1439308166504,93.79174067179362,28.6200008392334,16.852667937964945
0,2020-07-01,intc,52.4257698059082,60.029998779296875,58.7599983215332,59.90999984741211,14748100.0,2.0,-0.5142132478726396,57.471187846422566,50.360443241834275,48.71406139459863,-78.99765788721353,8.423667414942773,54.47935600280762,53.49654591878255,28.6200008392334,16.852667937964945
0,2020-07-01,msft,196.87416076660156,206.35000610351562,201.77000427246094,203.13999938964844,32061200.0,2.0,4.856165084721624,199.13813595229615,175.08527865952024,61.1848843016986,140.8147309977105,33.01514568936887,183.52863159179688,176.31807454427084,28.6200008392334,16.852667937964945
0,2020-07-01,t,15.88125991821289,23.021148681640625,22.545316696166992,22.756797790527344,41007987.0,2.0,-0.1218204965619698,17.544179623469926,15.07083121027031,47.51641826755088,-50.82950340266745,0.8025043128058995,16.311666266123453,16.068149948120116,28.6200008392334,16.852667937964945
0,2020-07-01,v,187.3243865966797,195.35000610351562,192.66000366210938,193.85000610351562,6394100.0,2.0,1.0107594248792395,194.33389718003812,181.10562003187593,53.319624609617755,-7.431495158819342,6.3051816594354655,187.6092330932617,178.26197408040363,28.6200008392334,16.852667937964945
1,2020-07-02,aapl,88.60104370117188,92.61750030517578,90.91000366210938,91.9625015258789,114041600.0,3.0,2.8909105274687192,91.15532361486227,80.2342180111143,62.807115614020475,104.56223159695827,33.335608525380636,83.08081588745117,77.0180731455485,27.68000030517578,1.5157253643000672
1,2020-07-02,amzn,144.51499938964844,147.7779998779297,143.55499267578125,145.60049438476562,131868000.0,3.0,4.874284367703638,144.36887753605487,122.55387255549788,68.22799911238096,177.49725153304828,56.9173448253783,129.71056671142577,123.50931688944499,27.68000030517578,1.5157253643000672
1,2020-07-02,cat,115.87872314453125,130.33999633789062,127.19000244140625,128.25,2527500.0,3.0,1.2760740058155164,123.74597916294638,107.42171569178996,53.812427281255395,50.62002949516943,16.810810497217908,113.56211013793946,107.83668924967448,27.68000030517578,1.5157253643000672
1,2020-07-02,gs,176.8283233642578,203.0,197.1300048828125,202.5,2699400.0,3.0,0.3461207314539365,198.31947738005945,167.37567948029212,50.90713983863673,-29.422442479003145,8.630298368111594,181.22674153645832,170.4309860229492,27.68000030517578,1.5157253643000672
